Patent Summary,Result
"본 발명은 핸드폰 거치대 기능을 갖는 컵 홀더 장치에 관한 것으로서, 보다 구체적으로는 핸드폰 거치대 기능을 갖는 컵 홀더 장치로서, 자동차의 시트 백에 설치 고정되는 컵 홀더 브래킷; 상기 컵 홀더 브래킷의 상부에 힌지 결합되어 수평으로 전개되거나 절첩되며, 음료가 담긴 컵이나 음료수 캔이 삽입되어 수납되도록 하는 컵 홀더; 상기 컵 홀더 브래킷의 하부에 힌지 결합되어 상기 컵 홀더를 통해 수용되어 거치되는 컵이나 음료수 캔의 하부를 지지하는 컵 받침; 및 상기 컵 홀더의 상부 면에 형성되며, 휴대폰을 삽입 거치하여 장착될 수 있도록 하는 휴대폰 거치 홈부를 포함하는 것을 그 구성상의 특징으로 한다. 본 발명에서 제안하고 있는 핸드폰 거치대 기능을 갖는 컵 홀더 장치에 따르면, 컵 홀더 브래킷, 컵 홀더, 컵 받침, 및 휴대폰 거치 홈부를 포함하되, 음료가 담긴 컵이나 음료수 캔이 삽입되어 수납되도록 하는 컵 홀더의 상부 면에 휴대폰을 삽입 거치할 수 있는 휴대폰 거치 홈부가 형성되도록 구성함으로써, 갈증 해소를 위한 음료의 수납은 물론, 단거리 및 장거리 여행의 무료함을 위해 사용되는 핸드폰의 편리한 거치 사용이 가능하도록 할 수 있다. 또한, 본 발명의 핸드폰 거치대 기능을 갖는 컵 홀더 장치에 따르면, 컵 홀더의 상부 면에 휴대폰 거치 홈부가 형성되는 구조로 구성하되, 휴대폰이 경사지게 삽입될 수 있도록 구성함으로써, 자동차 및 기차의 시트 백이 뒤로 젖혀지는 다양한 각도에 대응한 핸드폰의 거치 사용이 가능하고, 기존에 오랜 시간 핸드폰을 직접 손으로 들고 시청해야 하는 불편함과 장시간 사용에 따라 발생되는 손목 피로감 및 구부정한 자세로 인한 허리통증이 예방될 수 있도록 할 수 있다. 뿐만 아니라, 본 발명의 핸드폰 거치대 기능을 갖는 컵 홀더 장치에 따르면, 컵 홀더의 상부 면에 형성되는 휴대폰 거치 홈부의 홈 바닥으로 휴대폰의 미끄럼 방지를 위한 줄무늬 패턴 또는 고무를 더 코팅하여 구성함으로써, 핸드폰 거치 사용에 따른 미끄럼 방지를 통한 안정된 거치 사용이 가능하도록 하고, 기존 설치된 컵 홀더 제품의 대체가 용이하며, 추가 적용이 편리하도록 할 수 있다.",등록
"본 고안은 핸드폰 케이스에 관한 것으로서, 상기 핸드폰 케이스는 핸드폰 몸체 배면부를 보호하는 하부덮개와 전면부를 보호하는 상부덮개로 구성되며, 상기 하부덮개의 ; 좌측부와 배면부 소정위치에 구비된 날개부 상에는 식지의 탈착이 가능한 신축부재로 된 소수개 형상의 고리들이 각각 형성되며, 우측부에는 하부덮개와 연결된 구조의 상부덮개가 마련되고. 또한 하부덮개의 ; 좌 우측부의 소정위치에도 식지의 탈착이 가능한 고리가 내장되는 소수개 형상의 고리저장부가 각각 구비되며, 상기 신축성 부재로 된 고리들은 하부덮개의 좌측부 세로방향과 배면부 가로방향으로 각각 가로질러 형성되므로서 식지의 탈착이 가능하게 된다. 상기 하부덮개 상에는, 상부덮개 카메라 렌즈와 상응하는 소정위치에 카메라 렌즈구멍이 관통된 상태로 각각 구비된다. 상기 하부덮개 각 모서리에 마련된 걸림부에 의해 핸드폰 몸체의 상호 탈착이 가능한 구조로서, 핸드폰 몸체와 상호 결합한 상태에서 상부덮개는 화면을 보호하는 기능을 수행하는 구조이다. 상기와 같이 구성되는 핸드폰 케이스에 의하면, 사용자는 각각의 고리에 왼손 식지를 각각 삽입한 상태에서, 왼손 엄지를 이용하여 핸드폰 몸체 하면부를 받쳐주면 핸드폰 몸체는 고정된 상태가 되며, 동시에 오른 손을 이용하여 우측에 위치한 상부덮개를 신속하게 개폐할 수 있는 것과 상부덮개를 하부덮개에 상호 포갠 상태에서 촬영이 가능함은 물론, 핸드폰 통화 및 화면 상에서 발현되는 다양한 기능을 자유스럽게 수행할 수 있는 핸드폰 케이스가 제공된다.",거절
"본 고안은 현재 핸드폰이 이루고 있는 전형적인 구조인 본체의 모양인 부품위에 다이얼 자판을 이루는 모양을 변형하여 부품과 자판사이에 향기가 이동할 수 있 는 공간(이하 Fragrance Space)을 만들고 핸드폰 측면에 소모성 고체식 청향물질 으로 만들어진 향기칩을 넣을 수 있는 투입구를 만들어 향기칩 장착시 Fragrace Space를 통해 향이 이동하여 자판 위에 미세한 구멍(향기구멍)으로 이 향기가 핸드폰 내부에서 외부로 방출이 됨으로써 사용자 및 주위환경이 이 향기를 인지 할 수 있게 함을 목적으로 한다. 향기 공간, 다이얼 자판, 향기칩, 향기칩 투입구, 향기구멍, 핸드폰",거절
"본 고안은 핸드폰과 교통카드를 하나의 케이스에서 함께 사용할 수 있고, 핸드폰에서 나오는 NFC(근거리통신망)신호 또는 전자파의 영향으로 교통카드의 인식이 안되는 경우 카드 슬라이딩 덮개를 슬라이딩 방식으로 쉽게 내려 인식할 수 있도록 한 핸드폰 슬라이딩 케이스를 제공한다. 본 고안의 적절한 실시 형태에 따르면, 케이스 바닥판, 케이스 바닥판의 둘레를 따라 형성되어 있는 측면보호테, 케이스 바닥판과 측면보호테에 의해 케이스 바닥판의 전면에 소정 깊이로 형성된 핸드폰 수납홈, 상기 케이스 바닥판과 측면보호테의 외면에 카드 슬라이딩 덮개의 내면 윤곽을 따라 일정 깊이로 함몰되어 상부에 덮개 상향 멈춤턱이 구비된 덮개 안착부, 덮개 안착부에 하방으로 개구되어 형성된 교통카드 수납홈과, 상기 측면보호테의 외측 장변에 형성된 덮개 가이드홈이 구비되어 있는 폰 케이스 본체와; 상기 덮개 안착부에 결합되어 상기 폰 케이스 본체에서 하방으로 일정구간 슬라이딩 이동가능하게 조립되어 있는 카드 슬라이딩 덮개를 포함하여 구성된 것을 특징으로 한다.",등록
"치발기 핸드폰 케이스가 개시된다. 본 발명에 따른 치발기 핸드폰 케이스는, 치발기 핸드폰 케이스에 일면이 개방되어 핸드폰이 인입될 수 있는 삽입구가 상면에 형성되어 있고, 핸드폰의 측면을 감싸서 지지하는 테두리부가 측면에 형성되고, 내부에 핸드폰이 삽입될 수 있는 공간이 형성되어 있는 몸통부; 상기 테두리부의 외주면에 돌출되어 판 모양으로 형성된 구강삽입부;를 포함하여 구성된다. 이데 따르면, 핸드폰에 결합된 케이스에 유아의 치아 발달에 용이한 치발기가 형성되어 있어 핸드폰의 보호와 함께 언제 어디서든 치발기의 이용이 가능하고 인체에 해롭지 않으며 연질 실리콘의 소재라 충격에 강하고 분리결합이 간편하여 유지 관리가 쉬운 효과가 있다.",등록
"본 발명은 컴퓨터의 보드에 설치된 보안장치와 통합코드가 내장된 핸드폰을 연결하여 사용자 인증을 하고, 사용자는 제3자에게 유/무선을 통하여 사용기한(연월일시분초)이 설정된 통합코드를 전송하여 컴퓨터를 사용할 수 있도록 하는 컴퓨터보안시스템으로, 사용자는 먼저 컴퓨터를 지정된 판매점에서 구매하고, 판매점은 해당 컴퓨터의 보안장치 번호와 사용자의 핸드폰번호 및 사용자의 기본 정보를 입력하여 등록하고, 등록과 동시에 등록완료란 메시지를 사용자에게 전송하고, 사용자는 전송된 메시지와 첨부된 URL로 접속하여 등록을 완료한 뒤에, 핸드폰번호, 생년월일, 사용기한을 조합하여 생성한 통합코드를 다운로드 받아 핸드폰에 저장하고, 컴퓨터에 연결한 뒤 전원을 켜는 순간 보안장치는 연결된 핸드폰에서 통합코드와 핸드폰번호를 수신하여 인증코드, 생년월일, 사용기한을 분리하고, 자체에서 보관하고 있는 보안고유코드와 핸드폰번호를 조합하여 인증코드를 생성한 뒤에, 수신한 코드와 비교하여 일치하는 경우 보안장치가 컴퓨터의 ROM-BIOS를 작동시키도록 스위치를 연결하여 컴퓨터가 정상적으로 작동하게 되는 것이고, 보안장치를 사용하는 H/W방식 외에 S/W방식으로 보안시스템을 구축할 수 있고 제3자도 휴대폰을 통하여 원격으로 기한을 지정하여 컴퓨터를 사용할 수 있도록 할 수 있고, H/W방식인 경우 하드디스크 보안장치를 추가하여 하드디스크도 정상적인 경우가 아니면 작동하지 않도록 할 수 있기 때문에, 등록된 휴대폰을 소지하지 않은 사람은 원천적으로 사용할 수 없도록 하는 컴퓨터 보안시스템인 것이다. 핸드폰, 무선망, 보안장치, 보안시스템, 인증코드, 통합코드",등록
"본 발명은 컴퓨터의 보드에 설치된 보안장치와 통합코드가 내장된 핸드폰을 연결하여 사용자 인증을 하고, 사용자는 제3자에게 유/무선을 통하여 사용기한(연월일시분초)이 설정된 통합코드를 전송하여 컴퓨터를 사용할 수 있도록 하는 컴퓨터보안장치로, 사용자는 먼저 컴퓨터를 지정된 판매점에서 구매하고, 판매점은 해당 컴퓨터의 보안장치 번호와 사용자의 핸드폰번호 및 사용자의 기본 정보를 입력하여 등록하고, 등록과 동시에 등록완료란 메시지를 사용자에게 전송하고, 사용자는 전송된 메시지와 첨부된 URL로 접속하여 등록을 완료한 뒤에, 핸드폰번호, 생년월일, 사용기한을 조합하여 생성한 통합코드를 다운로드 받아 핸드폰에 저장하고, 컴퓨터에 연결한 뒤 전원을 켜는 순간 보안장치는 연결된 핸드폰에서 통합코드와 핸드폰번호를 수신하여 인증코드, 생년월일, 핸드폰번호를 분리하고, 자체에서 보관하고 있는 보안고유코드와 핸드폰번호를 조합하여 인증코드를 생성한 뒤에, 수신한 코드와 비교하여 일치하는 경우 보안장치가 컴퓨터의 ROM-BIOS를 작동시키도록 스위치를 연결하여 컴퓨터가 정상적으로 작동하게 되는 것이고, 제3자도 휴대폰을 통하여 원격으로 기한을 지정하여 컴퓨터를 사용할 수 있도록 할 수 있고, HDD보안장치를 추가하여 하드디스크도 정상적인 경우가 아니면 작동하지 않도록 할 수 있도록 하여, 등록된 휴대폰을 소지하지 않은 사람은 원천적으로 사용할 수 없도록 하는 컴퓨터 보안장치인 것이다. 핸드폰, 보안장치, 인증코드, 통합코드",등록
"핸드폰 카메라 휴대용 접사촬영 렌즈 렌즈, 악세사리",거절
"본 고안은 회전 가능한 핸드폰 클램핑 지지대를 제공하는데, 지지대 메인 바디, 상기 지지대 메인 바디 배면부에 설치되는 고정 시트, 상기 지지대 메인 바디 내에 설치되는 PCB 메인 제어 보드 및 상기 지지대 메인 바디 내에 고정되고 상기 PCB 메인 제어 보드와 전기적으로 연결되는 회전 모터를 포함하고, 상기 회전 모터 출력단은 상기 고정 시트와 고정 연결되고, 상기 지지대 메인 바디에는 상기 PCB 메인 제어 보드와 전기적으로 연결된 세로가로 방향 전환 버튼이 설치되어 있고, 상기 고정 시트 일측에는 전원 공급 인터페이스가 설치되어 있다. 본 고안은 구조가 간단하고, 핸드폰의 가로 방향 및 세로 방향의 전환을 달성할 수 있고, 가로 세로 방향 전환이 편리하고, 본 기술방안은 전원 공급 인터페이스를 고정 시트에 설치하고, 고정 시트가 회전할 필요가 없으므로, 이렇게 지지대 메인 바디가 회전할 때 전원 공급선의 영향을 받지 않는다.",등록
"본 발명은 무선 인터넷 환경하에서 인증서를 이용하여 무선 인터넷을 사용하는 핸드폰 사용자의 신원을 인증하는 시스템 및 방법에 관한 것이다. 본 발명에 따른 무선 인터넷 환경하에서 인증서를 이용한 핸드폰 사용자 인증방법은, 임의의 사용자의 사용자단말기와 유선인터넷을 통해 접속된 웹서버와, 상기 사용자의 핸드폰과 무선인터넷을 통해 접속된 왑서버와, 상기 핸드폰 인증을 위한 무선인증관련정보를 관리 및 폐기하는 무선인증서버를 포함한 핸드폰 사용자 인증시스템에서의 핸드폰 사용자 인증방법에 있어서, 상기 사용자단말기로부터 핸드폰 인증 이용 신청이 입력되면, 상기 웹서버는 상기 사용자단말기 사용자를 인증서 기반으로 인증하고, 상기 사용자단말기에게 초기비밀값을 인증가능 총 횟수(n)만큼 반복적으로 해쉬한 결과값인 인증코드확인자를 생성하도록 요청하며, 상기 사용자단말기로부터 상기 인증코드확인자를 포함한 무선인증관련정보를 입력받는 제 1 단계와; 상기 무선인증서버는 상기 인증코드확인자를 포함하는 무선인증관련정보를 저장하는 제 2 단계와; 상기 핸드폰으로부터 응용서비스 이용 신청이 입력되면, 상기 왑서버는 상기 핸드폰에게 인증횟수(j)를 1 증가시킨 후 상기 초기비밀값을 n-j번 반복적으로 해쉬한 결과값인 인증코드를 생성하도록 요청하며, 상기 핸드폰으로부터 상기 인증코드를 포함한 정보를 입력받는 제 3 단계와; 상기 왑서버로부터 인증코드가 입력되면, 상기 무선인증서버는 상기 저장된 인증코드확인자를 이용하여 상기 인증코드를 검증하여 상기 핸드폰을 인증하고, 상기 핸드폰의 인증결과를 상기 왑서버에게 제공하는 제 4 단계와; 상기 왑서버는 상기 핸드폰 인증결과에 따라 상기 핸드폰에게 상기 응용서비스를 제공하는 제 5 단계를 포함한다. 핸드폰, 인증서, 전자서명, 사용자인증",등록
